SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
2162416,197419,0.0,7,-2158.0,-2158.0,2187.27,2187.27
1669153,112468,0.0,2,-338.0,-344.0,8411.4,8411.4
1033867,166805,1.0,4,-1691.0,-1692.0,16006.545,16006.545
1492101,159413,1.0,5,-967.0,-1006.0,5075.865,5075.865
2632992,123449,1.0,1,-265.0,-293.0,77071.5,77071.5
2565007,115539,1.0,5,-1645.0,-1674.0,4805.91,4805.91
1780053,189947,1.0,5,-374.0,-373.0,22772.34,22772.34
1775456,134670,1.0,1,-981.0,-977.0,34703.82,32537.79
1873884,121871,4.0,10,-266.0,-267.0,1890.585,1890.585
1254935,138262,0.0,41,-1176.0,-1187.0,9000.0,9000.0
2379431,102345,0.0,84,-1389.0,-1396.0,8100.0,8100.0
1033100,135169,1.0,8,-2176.0,-2177.0,18478.845,18478.845
1193446,175313,1.0,5,-867.0,-868.0,35774.19,35774.19
1237335,114262,1.0,9,-2259.0,-2290.0,10492.02,10492.02
1249017,112028,0.0,41,-62.0,-62.0,1559.25,1559.25
2436675,145728,1.0,15,-380.0,-378.0,13000.5,12382.56
1306658,183774,0.0,49,-1567.0,-1570.0,9000.0,9000.0
1730720,128508,0.0,2,-822.0,-822.0,15623.955,15623.955
2740963,128715,1.0,2,-1615.0,-1618.0,8829.405,8829.405
1762261,151682,0.0,59,-45.0,-48.0,1087.245,356.805
2318810,134177,1.0,4,-37.0,-50.0,9309.105,9309.105
2558325,160486,1.0,1,-1104.0,-1109.0,19193.175,19193.175
2157839,130061,1.0,2,-832.0,-834.0,30283.29,30283.29
1875295,137353,0.0,107,-1735.0,-1747.0,10800.0,10800.0
1185174,164662,2.0,5,-1617.0,-1629.0,5616.585,5616.585
1773564,156905,1.0,7,-1234.0,-1242.0,16234.38,16234.38
1915769,138380,1.0,17,-1067.0,-1060.0,16729.155,15592.365
2159358,128066,1.0,6,-2869.0,-2869.0,2978.145,2978.145
1362611,196368,1.0,3,-932.0,-949.0,6412.005,6412.005
1621283,180619,1.0,12,-2547.0,-2551.0,3118.77,3118.77
1736834,181129,1.0,3,-2589.0,-2589.0,9829.53,9829.53
2623487,174960,1.0,10,-976.0,-972.0,11463.975,11445.75
1850125,106619,0.0,59,-2599.0,-2599.0,727.875,727.875
2269581,141541,0.0,94,-695.0,-695.0,406.8,406.8
2645533,116025,1.0,7,-873.0,-894.0,8883.945,8883.945
2229715,168387,1.0,11,-1299.0,-1298.0,3020.49,3020.49
2664388,166612,1.0,5,-2196.0,-2207.0,11524.815,11524.815
2127195,110953,1.0,8,-1291.0,-1284.0,54752.85,54459.675
2270722,138158,1.0,4,-287.0,-283.0,35941.995,27000.0
1311693,172306,3.0,15,-449.0,-451.0,29500.38,29500.38
1237727,120609,1.0,17,-177.0,-182.0,6371.235,6371.235
2563249,178953,0.0,64,-502.0,-502.0,494.55,494.55
1552493,198539,2.0,1,-698.0,-713.0,2292736.86,2292736.86
1991612,195100,0.0,28,-373.0,-373.0,758.79,758.79
1896441,147040,2.0,24,-174.0,-177.0,9641.025,9641.025
1281940,176194,2.0,10,-1934.0,-1961.0,10352.52,10352.52
1238613,173633,1.0,14,-128.0,-140.0,44214.255,44214.255
2469644,176283,1.0,3,-717.0,-725.0,24318.18,24318.18
1100291,138431,0.0,140,-216.0,-242.0,2250.0,2250.0
1905590,153087,1.0,1,-2301.0,-2331.0,5175.72,27.36
2776579,101266,1.0,5,-1438.0,-1441.0,14780.43,14780.43
2105178,121798,1.0,17,-2221.0,-2240.0,3255.795,3255.795
1640290,180836,0.0,12,-2701.0,-2712.0,4500.0,4500.0
1249024,183672,1.0,3,-651.0,-652.0,38224.485,38224.485
1160209,128830,2.0,5,-846.0,-862.0,5595.975,5595.975
1604831,160757,1.0,2,-2690.0,-2693.0,7569.81,7569.81
2075235,152976,0.0,43,-1605.0,-1619.0,6750.0,6750.0
1497482,142953,1.0,9,-1013.0,-1025.0,15865.695,15865.695
1766463,167499,0.0,99,-1154.0,-1152.0,13500.0,13500.0
1101325,126538,1.0,3,-83.0,-108.0,24373.665,24373.665
1216639,118826,1.0,1,-1745.0,-1744.0,12044.34,12044.34
1430251,158985,1.0,7,-1337.0,-1345.0,9830.475,9830.475
1626717,109617,1.0,4,-460.0,-459.0,10245.6,10245.6
2585465,165600,2.0,7,-494.0,-510.0,63594.765,63594.765
2016447,161719,0.0,69,-968.0,-968.0,170.595,170.595
1087480,147792,1.0,13,-388.0,-419.0,8561.025,5267.7
2102838,104584,2.0,2,-1216.0,-1224.0,157159.8,157159.8
1481462,175228,1.0,7,-2453.0,-2453.0,4662.81,4662.81
1496271,112436,1.0,1,-201.0,-207.0,16012.035,32400.0
1496271,112436,2.0,1,-201.0,-207.0,16387.965,32400.0
2290715,181349,0.0,22,-772.0,-772.0,156.78,156.78
2105136,100605,1.0,9,-65.0,-80.0,7679.43,7679.43
2607596,154140,1.0,8,-18.0,-27.0,8589.24,8589.24
2052386,159896,1.0,8,-333.0,-330.0,4578.975,4045.365
1835377,134812,0.0,85,-927.0,-927.0,511.605,511.605
1471486,178166,1.0,6,-590.0,-592.0,34236.63,34236.63
2116565,127348,1.0,6,-502.0,-502.0,13845.24,13845.24
2833952,136335,0.0,24,-97.0,-97.0,907.29,907.29
1635861,178006,0.0,29,-2783.0,-2788.0,8100.0,8100.0
1589437,163385,0.0,83,-1495.0,-1495.0,3375.0,3375.0
1051816,146042,1.0,11,-2036.0,-2041.0,3521.115,3521.115
2560638,120335,1.0,5,-483.0,-498.0,3729.825,3729.825
1081233,114724,0.0,14,-245.0,-245.0,2250.0,2250.0
2005030,179147,1.0,9,-969.0,-992.0,10342.89,10342.89
1651861,105662,1.0,1,-2144.0,-2154.0,4107.825,4107.825
1030740,141698,0.0,73,-1456.0,-1456.0,126.0,126.0
2793472,104290,1.0,5,-1624.0,-1633.0,9536.535,9536.535
1874440,139061,1.0,6,-850.0,-871.0,22778.64,22778.64
2365976,191813,0.0,139,-349.0,-349.0,302.265,302.265
2727931,101343,2.0,15,-980.0,-980.0,18889.065,18889.065
1411124,157101,0.0,39,-653.0,-651.0,21570.39,21570.39
1621918,197902,1.0,18,-21.0,-17.0,23772.105,23616.54
1135565,146585,1.0,3,-1272.0,-1278.0,6769.17,6769.17
2396015,180996,1.0,8,-622.0,-633.0,18859.995,18859.995
2242088,102807,1.0,1,-2587.0,-2587.0,6198.12,6198.12
1717785,167275,0.0,26,-2316.0,-2317.0,9000.0,9000.0
1955739,146254,1.0,13,-449.0,-452.0,34767.495,34767.495
2027498,121455,0.0,25,-2693.0,-2693.0,145.08,145.08
2208756,188441,1.0,1,-542.0,-566.0,14379.48,14379.48
2366676,146303,1.0,4,-1633.0,-1641.0,22373.325,22373.325
2741795,151212,1.0,8,-2701.0,-2697.0,5480.955,5111.91
2244660,128659,1.0,2,-656.0,-671.0,14822.46,14822.46
1012266,133628,1.0,11,-320.0,-323.0,13315.41,13315.41
2263433,185101,1.0,8,-2439.0,-2450.0,7171.245,7171.245
2229568,186428,1.0,1,-435.0,-447.0,16643.655,16643.655
1319950,167679,1.0,9,-466.0,-474.0,18601.785,18601.785
2487130,154175,1.0,6,-1846.0,-1846.0,8047.845,8047.845
1000949,120682,1.0,8,-26.0,-62.0,2718.225,2718.225
1333199,147762,0.0,21,-2487.0,-2487.0,1125.0,1125.0
1176177,105439,0.0,44,-1755.0,-1755.0,4500.0,4500.0
1701586,199542,1.0,1,-124.0,-138.0,12264.93,12264.93
1548161,197577,1.0,7,-1295.0,-1294.0,5011.02,5011.02
2819405,137203,0.0,49,-1654.0,-1654.0,320.85,320.85
2495195,168231,1.0,9,-828.0,-828.0,32937.255,32937.255
2677589,198796,1.0,12,-1528.0,-1529.0,8928.54,8928.54
1451494,114363,1.0,9,-362.0,-371.0,10498.68,10498.68
1026624,100736,0.0,38,-1878.0,-1878.0,5625.0,5625.0
1131134,147849,3.0,26,-34.0,-35.0,421570.845,421570.845
1406685,125183,1.0,8,-2687.0,-2696.0,16608.6,16608.6
2428866,180879,7.0,5,-41.0,-46.0,28456.335,36000.0
2428866,180879,8.0,5,-41.0,-46.0,7543.665,36000.0
2584349,145462,0.0,34,-757.0,-757.0,12375.0,12375.0
2507992,112626,1.0,3,-338.0,-339.0,21928.5,21928.5
1406298,156441,0.0,30,-573.0,-573.0,2.16,2.16
2557505,113995,1.0,10,-100.0,-101.0,16632.405,16632.405
1592183,113150,1.0,27,-873.0,-883.0,11023.515,1604.25
1890659,110346,1.0,5,-1567.0,-1601.0,3042.0,3042.0
1330750,186389,1.0,10,-2571.0,-2571.0,2084.85,2084.85
1639096,179579,1.0,5,-323.0,-324.0,12264.525,12264.525
2801393,199660,0.0,23,-2303.0,-2310.0,9000.0,9000.0
2661512,199778,1.0,3,-725.0,-743.0,7181.685,7181.685
1642436,135562,1.0,6,-572.0,-588.0,9130.545,9130.545
2090250,176215,7.0,10,-378.0,-405.0,18297.36,18297.36
2309672,131401,1.0,3,-1474.0,-1484.0,11443.455,11443.455
1541652,103321,1.0,9,-862.0,-892.0,10794.24,10794.24
2208015,185137,1.0,11,-787.0,-804.0,10857.375,10857.375
1686577,198644,1.0,18,-87.0,-316.0,4905.36,4905.36
2687649,146102,0.0,31,-705.0,-705.0,94275.0,94275.0
2766113,133752,1.0,8,-222.0,-232.0,5217.39,5217.39
1262922,142061,0.0,37,-2219.0,-2230.0,3375.0,3375.0
1879913,117823,0.0,63,-1015.0,-1015.0,19800.0,19800.0
1666460,176059,0.0,45,-1941.0,-1958.0,6750.0,6750.0
1544138,103497,2.0,8,-2388.0,-2404.0,10303.56,10303.56
1162532,148419,1.0,2,-1485.0,-1494.0,6552.225,6552.225
1056824,121174,1.0,4,-2416.0,-2490.0,11109.87,11109.87
2727939,121120,1.0,5,-942.0,-956.0,34848.0,34848.0
2480304,100012,3.0,4,-387.0,-428.0,5242.86,5242.86
1041832,152388,1.0,11,-1375.0,-1378.0,22055.49,22055.49
1599641,120866,1.0,2,-351.0,-383.0,22728.015,22728.015
2214136,113239,1.0,11,-280.0,-295.0,10321.38,10321.38
1106703,177704,0.0,9,-225.0,-225.0,0.225,0.225
1221609,101260,1.0,2,-1417.0,-1425.0,6539.805,6539.805
2605900,142443,1.0,3,-2466.0,-2459.0,7381.8,1.8
2774152,138788,1.0,10,-244.0,-268.0,11629.53,11629.53
2465168,110479,1.0,2,-2410.0,-2413.0,11844.36,11844.36
1621235,192900,1.0,9,-324.0,-308.0,14544.72,13749.705
2476771,167428,0.0,78,-609.0,-609.0,233.01,233.01
1761911,169117,0.0,6,-578.0,-578.0,37388.88,37388.88
1076316,186143,1.0,6,-924.0,-964.0,7009.245,2128.59
1776446,183428,0.0,46,-1786.0,-1786.0,1125.0,1125.0
2299665,104873,0.0,27,-705.0,-702.0,7063.38,7063.38
2447808,198982,1.0,9,-444.0,-475.0,41660.145,1659.42
2350280,171992,3.0,6,-194.0,-221.0,27699.39,27699.39
2716493,182941,1.0,9,-482.0,-512.0,10155.195,7428.24
2798063,122063,1.0,6,-1612.0,-1624.0,3506.985,3506.985
1136481,155253,1.0,2,-1186.0,-1232.0,16149.6,16149.6
1141609,140197,0.0,53,-304.0,-304.0,1559.025,1559.025
2414346,134516,1.0,16,-864.0,-860.0,47484.0,46836.0
1783322,105771,1.0,22,-122.0,-142.0,35613.0,35613.0
2773452,189771,0.0,11,-952.0,-952.0,1288.305,1288.305
2137328,189004,0.0,25,-2400.0,-2406.0,4500.0,4500.0
1150847,152236,0.0,92,-1284.0,-1285.0,10800.0,10800.0
2467030,196058,0.0,53,-208.0,-223.0,19542.375,19542.375
1717146,112755,1.0,17,-1535.0,-1532.0,16389.045,16339.905
2697902,182744,1.0,10,-625.0,-631.0,7136.37,7136.37
1972827,114326,0.0,49,-62.0,-62.0,540.18,540.18
1976594,197363,0.0,6,-678.0,-678.0,2137.815,2137.815
2538339,194185,1.0,9,-501.0,-517.0,10685.25,10685.25
1876811,149739,1.0,1,-2238.0,-2249.0,12088.8,12088.8
2090335,102686,0.0,19,-211.0,-211.0,15228.72,15228.72
1745270,112429,1.0,1,-698.0,-707.0,28786.5,28786.5
2366429,171874,0.0,30,-2174.0,-2181.0,4500.0,4500.0
1746279,192359,0.0,99,-263.0,-282.0,6365.205,6365.205
2509211,171619,2.0,8,-1853.0,-1854.0,37488.465,37488.465
2363983,143712,1.0,3,-2513.0,-2525.0,5489.325,5489.325
2498809,172333,1.0,6,-1276.0,-1276.0,11354.49,11354.49
1599398,109768,1.0,11,-513.0,-516.0,27187.02,27187.02
1607464,198155,2.0,6,-1192.0,-1198.0,14899.95,14899.95
2657283,196357,1.0,11,-839.0,-870.0,14877.18,92.79
2045853,159605,1.0,9,-503.0,-519.0,34271.685,34271.685
2059172,154417,3.0,5,-1174.0,-1186.0,104590.665,104590.665
1313044,183823,1.0,19,-990.0,-992.0,9573.57,9573.57
2270174,168343,1.0,2,-2548.0,-2548.0,6059.16,6059.16
1208000,174918,3.0,3,-345.0,-349.0,16367.355,16367.355
1388965,144544,2.0,5,-530.0,-545.0,44048.43,44048.43
2261291,101813,0.0,112,-204.0,-204.0,351.0,351.0
1255079,102430,1.0,3,-272.0,-288.0,58010.715,58010.715
1885015,166969,1.0,14,-1652.0,-1677.0,13494.6,13494.6
1519693,160256,0.0,57,-327.0,-327.0,213.075,213.075
2557797,186561,1.0,18,-1126.0,-1133.0,3326.355,3326.355
1916643,101442,1.0,10,-1924.0,-1954.0,17717.4,32.4
1254935,138262,0.0,36,-1329.0,-1346.0,9000.0,9000.0
2290948,130964,2.0,4,-1707.0,-1724.0,14280.615,14280.615
1266144,148925,1.0,4,-687.0,-686.0,16973.55,16973.55
2570079,179323,1.0,4,-2735.0,-2735.0,2380.275,2380.275
1354926,176558,0.0,93,-372.0,-391.0,11250.0,11250.0
1453010,142160,1.0,2,-2003.0,-2038.0,9196.56,9196.56
1383033,137134,1.0,6,-1342.0,-1344.0,22883.355,22883.355
1100553,142523,0.0,22,-129.0,-129.0,1.485,1.485
2502804,193383,1.0,5,-2367.0,-2373.0,8252.685,8252.685
1927812,198243,1.0,3,-2467.0,-2477.0,2149.965,2149.965
1999342,121148,1.0,1,-1051.0,-1049.0,20416.635,9587.835
1875295,137353,0.0,114,-1643.0,-1673.0,2808.36,2808.36
1332340,133557,1.0,3,-2107.0,-2133.0,8137.395,8.505
1291918,112903,0.0,58,-1464.0,-1464.0,350.01,350.01
1175969,193467,1.0,3,-891.0,-912.0,12481.56,12481.56
1549613,140676,1.0,9,-643.0,-651.0,10680.3,10680.3
2641556,158489,1.0,11,-1134.0,-1146.0,7105.5,7105.5
1636501,135581,0.0,31,-363.0,-363.0,415.17,415.17
2166564,127125,1.0,6,-1288.0,-1289.0,12118.5,12118.5
2561611,177451,1.0,4,-735.0,-742.0,44410.545,44410.545
2670873,199660,1.0,4,-2155.0,-2157.0,10073.97,10073.97
1857312,118321,1.0,3,-2219.0,-2232.0,3482.91,3482.91
2713867,182688,1.0,1,-2652.0,-2652.0,13636.35,13636.35
1389564,104535,1.0,9,-1070.0,-1078.0,19995.48,19995.48
2077569,197435,1.0,1,-1036.0,-1066.0,44992.98,44992.98
1332637,148881,0.0,4,-973.0,-975.0,5227.56,5227.56
1057746,142516,1.0,5,-173.0,-190.0,8903.43,8903.43
1978575,175248,1.0,9,-849.0,-851.0,17620.38,17620.38
1978440,187711,1.0,2,-295.0,-299.0,15216.255,15216.255
2116684,159083,0.0,59,-1171.0,-1171.0,387.27,387.27
2836198,131082,1.0,2,-737.0,-742.0,74281.41,74281.41
1034689,148810,1.0,11,-1041.0,-1040.0,23363.775,23363.775
1438761,181394,1.0,11,-119.0,-121.0,4712.49,4712.49
1514884,133602,1.0,6,-1726.0,-1734.0,4019.76,4019.76
2565433,175832,0.0,59,-274.0,-284.0,23273.82,23273.82
2568096,102845,0.0,12,-309.0,-309.0,17305.83,17305.83
1905590,153087,1.0,7,-2121.0,-2130.0,5175.72,5175.72
2109834,103383,3.0,9,-500.0,-505.0,29253.87,29253.87
2222178,109157,1.0,7,-1919.0,-1955.0,3985.47,3985.47
1973095,143575,0.0,32,-113.0,-113.0,1848.24,1848.24
1574081,119672,0.0,41,-304.0,-309.0,2250.0,2250.0
1500483,174182,1.0,4,-1976.0,-1995.0,15547.995,15547.995
2066085,190737,1.0,1,-617.0,-621.0,24835.5,24835.5
2745338,121231,0.0,22,-1753.0,-1742.0,6750.0,6750.0
1162596,155049,1.0,16,-416.0,-418.0,62888.085,62888.085
1766667,128078,1.0,5,-426.0,-439.0,23507.955,23507.955
2016487,153977,1.0,7,-1329.0,-1342.0,5981.13,5981.13
2726865,174076,0.0,24,-462.0,-462.0,161.37,161.37
1743396,163817,0.0,116,-25.0,-25.0,512.145,512.145
2813094,175035,0.0,41,-1528.0,-1528.0,134.1,134.1
1235217,123247,1.0,4,-720.0,-722.0,27869.13,27869.13
2737164,160133,1.0,12,-2486.0,-2509.0,25530.795,28.575
2063156,121418,1.0,6,-1456.0,-1469.0,2509.605,2509.605
2540095,149897,0.0,15,-2607.0,-2607.0,11250.0,11250.0
2006996,109852,1.0,7,-1138.0,-1149.0,9030.645,9030.645
1693799,130797,1.0,9,-420.0,-418.0,12615.93,6433.2
1874175,104878,0.0,20,-28.0,-28.0,3005.28,3005.28
1535195,193397,1.0,1,-395.0,-398.0,23055.75,23055.75
2704399,151291,1.0,8,-541.0,-543.0,5707.125,5707.125
1660876,171375,1.0,8,-264.0,-276.0,22978.89,22978.89
1748954,180042,1.0,14,-1354.0,-1352.0,12734.19,12699.045
2018248,113954,0.0,67,-954.0,-959.0,5625.0,5625.0
2683680,118722,1.0,1,-345.0,-364.0,8217.045,8217.045
1767926,122153,1.0,4,-2718.0,-2723.0,5988.915,5988.915
1671566,111686,1.0,7,-2210.0,-2204.0,11772.315,11105.505
1414211,126950,1.0,3,-927.0,-938.0,20285.505,20285.505
2486080,181980,0.0,47,-1020.0,-1047.0,1.8,1.8
2006264,159023,1.0,4,-441.0,-435.0,43380.09,270.36
1754804,193466,1.0,9,-2528.0,-2518.0,11061.0,11061.0
1936679,175051,0.0,68,-2159.0,-2159.0,1170.0,1170.0
1856659,132674,1.0,1,-681.0,-689.0,18824.715,18824.715
2464677,115152,0.0,11,-54.0,-59.0,2380.41,2380.41
1233812,160016,0.0,4,-230.0,-230.0,176.04,176.04
1107964,146740,0.0,12,-67.0,-67.0,294.57,294.57
1861384,116406,3.0,40,-68.0,-70.0,20164.95,20164.95
2604986,152911,1.0,3,-457.0,-458.0,6536.34,6536.34
1875439,180406,3.0,8,-441.0,-451.0,17998.2,17998.2
1330804,189534,0.0,38,-1650.0,-1650.0,1125.0,1125.0
2567716,166868,0.0,36,-1449.0,-1449.0,5625.0,5625.0
1898097,107053,1.0,2,-1943.0,-1964.0,5175.54,5175.54
1985604,120621,1.0,6,-1274.0,-1296.0,29714.58,29714.58
1604297,145318,1.0,7,-1175.0,-1181.0,9217.035,9217.035
2079863,169043,0.0,81,-805.0,-805.0,428.715,428.715
1566390,101927,1.0,12,-627.0,-627.0,2032.515,2032.515
2137863,121809,1.0,2,-604.0,-607.0,44964.0,44964.0
1369806,174945,1.0,2,-2368.0,-2390.0,2931.75,2931.75
2794271,139278,0.0,61,-2047.0,-2047.0,2535.66,2535.66
2349615,105229,1.0,6,-78.0,-91.0,22501.35,22501.35
2762797,126519,0.0,6,-447.0,-450.0,2250.0,2250.0
2747737,114162,0.0,30,-117.0,-122.0,14941.17,14941.17
1183595,144701,1.0,2,-1117.0,-1148.0,9063.81,9063.81
2414801,156045,0.0,16,-724.0,-724.0,9.45,9.45
1160640,193006,0.0,117,-688.0,-688.0,973.8,973.8
1121686,148291,1.0,3,-2376.0,-2376.0,4921.245,4921.245
2031933,183465,2.0,4,-34.0,-80.0,9291.105,9291.105
1774832,114631,1.0,7,-1515.0,-1522.0,23965.83,23965.83
2413506,162893,1.0,9,-1134.0,-1149.0,8677.62,8677.62
2715881,124670,3.0,4,-564.0,-572.0,7972.425,49500.0
2715881,124670,4.0,4,-564.0,-572.0,41527.575,49500.0
2148582,181582,0.0,60,-147.0,-147.0,1558.35,1558.35
1344937,189128,1.0,1,-1289.0,-1298.0,14733.765,14733.765
1092159,115043,1.0,13,-2277.0,-2276.0,2639.475,2639.475
2165459,119551,3.0,6,-8.0,-15.0,10786.5,10786.5
1609673,101254,1.0,9,-1804.0,-1805.0,3546.945,3546.945
1634574,127631,1.0,1,-530.0,-553.0,12687.48,12687.48
1517132,143908,1.0,11,-481.0,-508.0,9538.74,957.6
2294213,110423,1.0,4,-1462.0,-1474.0,20527.56,20527.56
1386377,121001,0.0,75,-625.0,-625.0,1412.01,1412.01
2224496,187537,1.0,8,-1351.0,-1364.0,4989.51,4989.51
2458681,197801,1.0,11,-1100.0,-1131.0,15030.585,15030.585
1435878,119654,1.0,11,-317.0,-329.0,16164.99,16164.99
1322789,138137,1.0,2,-1234.0,-1248.0,43258.815,43258.815
2172704,113866,2.0,10,-118.0,-120.0,24172.65,24172.65
1466107,117560,2.0,21,-1051.0,-1078.0,19286.955,3.735
1061005,106266,1.0,3,-6.0,-6.0,3826.89,3826.89
1211601,162660,1.0,9,-258.0,-269.0,12750.75,12750.75
1420001,158167,0.0,149,-879.0,-909.0,2279.61,2279.61
2605557,196194,0.0,45,-668.0,-672.0,7751.79,7751.79
1639463,112766,1.0,10,-2835.0,-2828.0,6197.49,6197.49
1056669,147555,1.0,10,-2498.0,-2515.0,2416.365,2416.365
2458779,189249,1.0,5,-1001.0,-1004.0,13232.61,13232.61
2570082,125950,1.0,13,-488.0,-489.0,52156.665,52156.665
1216917,111045,0.0,22,-2837.0,-2837.0,421.605,421.605
2559871,168867,0.0,35,-355.0,-370.0,10689.93,10689.93
1413592,193876,1.0,12,-1853.0,-1862.0,10332.18,10332.18
1294178,197498,0.0,17,-201.0,-208.0,2250.0,2250.0
2450349,114268,1.0,2,-2847.0,-2847.0,7455.51,7455.51
2178493,127079,1.0,9,-802.0,-800.0,16797.645,16781.805
2150419,148475,1.0,6,-326.0,-332.0,7128.135,7128.135
1430384,194400,0.0,30,-227.0,-227.0,2.52,2.52
2180748,157451,1.0,7,-477.0,-478.0,25416.135,25416.135
1229561,152479,1.0,8,-2767.0,-2767.0,9814.5,9814.5
1307918,131426,1.0,5,-373.0,-364.0,10481.04,10195.2
2755305,108771,0.0,45,-2008.0,-2008.0,577.89,577.89
1076286,178299,1.0,3,-355.0,-357.0,10629.72,10629.72
1045541,128106,1.0,18,-467.0,-498.0,10652.625,10652.625
2824301,171107,1.0,5,-2588.0,-2591.0,3980.115,3980.115
1899638,147311,1.0,2,-874.0,-873.0,18071.145,18071.145
1776444,125426,0.0,114,-268.0,-268.0,133.74,133.74
2473182,117942,1.0,1,-2220.0,-2230.0,2910.87,2910.87
2427987,174154,1.0,1,-2340.0,-2351.0,8076.24,8076.24
1776446,183428,0.0,73,-1304.0,-1304.0,3375.0,3375.0
1919123,177262,1.0,7,-2124.0,-2125.0,3390.345,3390.345
1396421,126425,1.0,10,-893.0,-907.0,28113.075,1475.325
1887529,155803,1.0,6,-2733.0,-2731.0,8518.86,8493.66
2142964,185934,1.0,4,-976.0,-991.0,19054.35,19054.35
