SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
2691544,187663,-34,24.0,9.0,Active,0,0
2275773,244259,-32,12.0,1.0,Active,0,0
2713356,369407,-27,14.0,4.0,Active,0,0
2320737,330671,-32,14.0,5.0,Active,0,0
1001754,349102,-25,12.0,4.0,Active,0,0
1103314,226117,-24,10.0,1.0,Active,0,0
2612717,224348,-30,11.0,0.0,Completed,0,0
1437026,425504,-28,18.0,8.0,Active,0,0
2789357,444086,-27,12.0,3.0,Active,0,0
1414981,394280,-31,14.0,3.0,Active,0,0
1171258,375937,-34,12.0,3.0,Active,0,0
2491972,187024,-34,12.0,4.0,Active,0,0
1921577,227919,-26,11.0,0.0,Completed,0,0
1620954,164009,-28,12.0,4.0,Active,0,0
1201738,345015,-27,12.0,3.0,Active,0,0
2595821,147887,-29,12.0,4.0,Active,0,0
2492575,342420,-32,12.0,4.0,Active,0,0
1874023,146630,-24,14.0,5.0,Active,0,0
2745245,422736,-31,24.0,14.0,Active,0,0
1578081,316922,-27,12.0,3.0,Active,0,0
2057633,278689,-25,12.0,2.0,Active,0,0
1551677,143795,-24,12.0,3.0,Active,0,0
2833550,175166,-28,12.0,3.0,Active,0,0
1102362,374671,-28,12.0,0.0,Completed,0,0
1564424,387053,-25,14.0,4.0,Active,0,0
1902893,190405,-34,24.0,16.0,Active,0,0
1219460,204933,-26,12.0,4.0,Active,0,0
2252722,180269,-25,12.0,4.0,Active,0,0
1542330,204985,-24,24.0,15.0,Active,0,0
1335460,103808,-34,12.0,3.0,Active,0,0
1366581,168138,-26,12.0,0.0,Active,0,0
1105615,373981,-24,18.0,7.0,Active,0,0
1976259,193175,-25,24.0,12.0,Active,18,18
1596386,373357,-32,12.0,4.0,Active,0,0
1672652,229142,-26,12.0,3.0,Active,0,0
1329480,139725,-24,12.0,0.0,Completed,0,0
2425818,175026,-26,14.0,3.0,Active,0,0
2073175,406186,-28,12.0,2.0,Active,7,7
2566846,322057,-27,12.0,0.0,Completed,0,0
1212721,131432,-32,24.0,16.0,Active,0,0
1464874,264411,-24,8.0,0.0,Completed,0,0
1424834,231559,-27,12.0,2.0,Active,0,0
1185099,131400,-26,24.0,12.0,Active,0,0
1840591,155048,-27,12.0,0.0,Completed,0,0
2009959,439097,-26,12.0,4.0,Active,0,0
2243016,105075,-29,10.0,2.0,Active,0,0
2227941,358187,-25,12.0,2.0,Active,0,0
1844027,356442,-27,24.0,11.0,Active,0,0
1263251,295004,-24,12.0,4.0,Active,0,0
2510084,383691,-26,12.0,1.0,Active,0,0
2491118,354236,-29,24.0,13.0,Active,0,0
2225025,400534,-32,14.0,4.0,Active,0,0
1693040,217934,-25,12.0,4.0,Active,0,0
1338658,411878,-25,12.0,1.0,Active,0,0
1424599,318410,-34,12.0,2.0,Active,0,0
1059128,222914,-28,24.0,12.0,Active,0,0
2807175,145017,-27,13.0,0.0,Active,0,0
2477876,224672,-28,12.0,1.0,Active,0,0
1794345,391252,-25,12.0,2.0,Active,0,0
2277916,161821,-32,24.0,13.0,Active,0,0
1198260,447590,-28,12.0,0.0,Active,0,0
1622838,220291,-24,12.0,0.0,Completed,0,0
1108138,109556,-25,12.0,0.0,Active,0,0
2166324,323345,-28,24.0,16.0,Active,0,0
1649136,392453,-28,24.0,16.0,Active,0,0
2287600,141761,-39,42.0,42.0,Active,0,0
1306172,347797,-40,24.0,23.0,Active,0,0
1728108,308296,-39,12.0,6.0,Active,0,0
1131137,244019,-40,12.0,6.0,Active,0,0
1947209,122798,-40,48.0,45.0,Active,0,0
1887746,195355,-45,24.0,18.0,Active,0,0
1333258,368794,-42,48.0,48.0,Signed,0,0
1221702,282150,-47,12.0,8.0,Active,0,0
2259087,218016,-39,12.0,10.0,Active,0,0
2144402,246225,-42,12.0,12.0,Active,0,0
2225327,146835,-39,48.0,10.0,Active,0,0
1295931,300651,-47,12.0,9.0,Active,0,0
1431469,202086,-39,12.0,6.0,Active,0,0
2593964,276337,-42,12.0,6.0,Active,0,0
2294245,426454,-45,12.0,12.0,Active,0,0
2444605,374627,-39,24.0,22.0,Active,0,0
1244490,435705,-38,36.0,34.0,Active,0,0
2190756,429817,-42,48.0,47.0,Active,0,0
2804866,380916,-46,48.0,47.0,Active,0,0
2107556,419312,-44,48.0,47.0,Active,0,0
1031776,442820,-44,24.0,9.0,Active,0,0
1551312,443106,-48,48.0,12.0,Active,0,0
1926124,439639,-40,48.0,5.0,Active,0,0
1532385,157131,-46,12.0,6.0,Active,0,0
2428746,141031,-47,24.0,18.0,Active,0,0
2427489,130385,-46,24.0,12.0,Active,0,0
1568931,420506,-41,24.0,14.0,Active,0,0
1840453,186181,-43,12.0,6.0,Active,0,0
2127943,248090,-46,36.0,30.0,Active,0,0
1642725,327832,-39,24.0,2.0,Active,0,0
2592418,116323,-38,30.0,19.0,Active,0,0
2249380,200997,-45,24.0,12.0,Active,0,0
1762157,206569,-39,24.0,9.0,Active,0,0
2120907,248027,-43,48.0,11.0,Active,0,0
1522975,158153,-38,48.0,5.0,Active,5,5
2328899,248474,-38,24.0,14.0,Active,0,0
2527579,184657,-38,12.0,5.0,Active,0,0
2793463,421234,-41,24.0,2.0,Active,0,0
2673257,227088,-40,36.0,29.0,Active,0,0
2503014,428431,-38,36.0,2.0,Active,0,0
2118390,306927,-48,24.0,3.0,Active,0,0
2100895,218295,-42,36.0,28.0,Active,0,0
2070620,381258,-42,36.0,29.0,Active,0,0
2379523,240156,-44,12.0,10.0,Active,0,0
2356234,414746,-38,48.0,45.0,Active,0,0
1841131,449445,-41,24.0,22.0,Active,0,0
1757017,184333,-47,24.0,24.0,Active,0,0
2524182,158237,-38,36.0,34.0,Active,0,0
2582005,427202,-38,24.0,21.0,Active,0,0
1906337,126373,-38,36.0,36.0,Active,0,0
1711625,131467,-41,12.0,12.0,Active,0,0
2608545,353704,-38,48.0,41.0,Active,0,0
2221615,130387,-45,24.0,1.0,Active,0,0
1496349,368921,-38,24.0,13.0,Active,0,0
1490233,293778,-47,12.0,9.0,Active,0,0
1468561,379231,-41,36.0,29.0,Active,0,0
1769938,144146,-39,12.0,10.0,Active,0,0
2080361,122171,-40,30.0,30.0,Active,0,0
2370883,324602,-40,12.0,10.0,Active,0,0
1681892,208441,-41,48.0,8.0,Active,0,0
1375640,128534,-40,12.0,12.0,Active,0,0
2253328,376819,-39,48.0,2.0,Active,0,0
1776659,113972,-41,24.0,23.0,Active,0,0
1220076,412570,-43,54.0,54.0,Active,0,0
1877758,340010,-45,24.0,11.0,Active,0,0
1648842,102723,-37,24.0,12.0,Active,0,0
1772613,383327,-40,24.0,12.0,Active,0,0
2100225,151641,-43,24.0,12.0,Active,0,0
2777082,350186,-37,24.0,11.0,Active,0,0
1382362,254233,-44,24.0,13.0,Active,0,0
2105677,264807,-40,24.0,11.0,Active,0,0
2623497,276229,-39,24.0,12.0,Active,0,0
2600512,391950,-42,24.0,12.0,Active,0,0
2822018,182048,-38,24.0,12.0,Active,0,0
1901919,167791,-39,24.0,11.0,Active,0,0
1940168,403553,-47,24.0,13.0,Active,0,0
2184830,453290,-41,24.0,12.0,Active,0,0
1204721,273758,-37,6.0,0.0,Completed,0,0
1630104,213213,-39,14.0,7.0,Active,0,0
2631723,315758,-37,24.0,13.0,Active,0,0
1384304,321684,-40,24.0,13.0,Active,0,0
1510098,102617,-47,24.0,12.0,Active,0,0
1176216,431369,-37,24.0,12.0,Active,0,0
1643875,207147,-38,24.0,13.0,Active,0,0
1984285,326752,-44,24.0,13.0,Active,0,0
2415173,380984,-39,24.0,13.0,Active,0,0
2191070,298273,-37,14.0,5.0,Active,0,0
1147074,351936,-46,12.0,5.0,Active,0,0
1206033,133428,-38,24.0,13.0,Active,0,0
1046187,162779,-37,24.0,14.0,Active,0,0
2496929,385920,-37,24.0,12.0,Active,0,0
1464123,362950,-40,24.0,13.0,Active,0,0
1281033,299080,-41,24.0,11.0,Active,0,0
1207028,293930,-38,24.0,12.0,Active,0,0
1815132,278337,-38,12.0,5.0,Active,0,0
2373929,324597,-37,9.0,0.0,Completed,0,0
1209910,318142,-39,24.0,13.0,Active,0,0
1416927,174265,-40,12.0,2.0,Active,0,0
1643196,135169,-45,24.0,1.0,Active,0,0
2774505,168601,-44,24.0,11.0,Active,0,0
2557963,273191,-37,24.0,11.0,Active,0,0
2303720,111386,-37,12.0,5.0,Active,0,0
2345059,199361,-45,24.0,12.0,Active,0,0
2184236,399242,-38,11.0,0.0,Active,0,0
2730454,199042,-37,14.0,7.0,Active,0,0
2463841,343962,-45,14.0,5.0,Active,0,0
1394525,127000,-45,24.0,13.0,Active,0,0
1690260,275558,-46,12.0,6.0,Active,0,0
1078206,318077,-41,24.0,13.0,Active,0,0
2445498,200119,-39,24.0,13.0,Active,0,0
2571174,437438,-40,12.0,4.0,Active,0,0
2622046,243286,-44,24.0,14.0,Active,0,0
1112559,253513,-41,12.0,4.0,Active,0,0
2116637,337030,-41,10.0,0.0,Completed,0,0
2411690,336868,-38,24.0,14.0,Active,0,0
2763452,313905,-39,24.0,13.0,Active,0,0
1979237,113557,-46,10.0,1.0,Active,0,0
1596682,405913,-45,14.0,3.0,Active,0,0
2579567,120755,-46,12.0,4.0,Active,0,0
1891726,438295,-37,24.0,12.0,Active,0,0
1586601,185632,-41,24.0,12.0,Active,0,0
1769685,211581,-37,24.0,13.0,Active,0,0
1301394,343583,-40,24.0,12.0,Active,0,0
1824530,398245,-40,24.0,11.0,Active,0,0
2227963,200552,-46,24.0,12.0,Active,0,0
1105961,456009,-47,24.0,12.0,Active,0,0
2537085,163708,-37,24.0,12.0,Active,0,0
2789273,304808,-15,11.0,0.0,Completed,0,0
2127088,266264,-19,18.0,12.0,Active,0,0
2822394,322553,-22,18.0,11.0,Active,0,0
1241675,143479,-22,10.0,0.0,Completed,0,0
1692671,387667,-14,6.0,0.0,Completed,0,0
1418383,203061,-18,6.0,0.0,Active,0,0
2246467,168370,-18,12.0,3.0,Active,0,0
2481827,431509,-18,12.0,1.0,Active,0,0
1310252,324952,-18,24.0,18.0,Active,0,0
1301900,294255,-16,12.0,5.0,Active,0,0
2702700,140289,-14,12.0,3.0,Active,0,0
1820534,143801,-18,12.0,5.0,Active,0,0
1238030,182736,-18,24.0,17.0,Active,0,0
1312359,181274,-21,18.0,11.0,Active,0,0
2605651,283978,-21,6.0,0.0,Completed,0,0
2315839,202386,-17,6.0,0.0,Completed,0,0
2446077,388561,-24,5.0,0.0,Completed,0,0
1688630,298203,-16,18.0,11.0,Active,1,1
2310286,111389,-17,18.0,7.0,Active,0,0
2301205,242771,-18,12.0,6.0,Active,0,0
2332841,312118,-18,17.0,12.0,Active,0,0
2098917,223057,-18,6.0,6.0,Active,0,0
1743542,364310,-25,6.0,6.0,Active,0,0
2053895,388853,-20,10.0,6.0,Active,0,0
2190477,345462,-18,24.0,22.0,Active,0,0
1436666,173149,-19,24.0,21.0,Active,0,0
2721509,339841,-15,6.0,4.0,Active,0,0
1276914,455489,-25,6.0,6.0,Active,0,0
1793776,314274,-15,6.0,6.0,Active,0,0
1768461,133372,-21,6.0,3.0,Active,0,0
2584708,102489,-18,24.0,22.0,Active,0,0
1824849,454092,-22,12.0,8.0,Active,0,0
1036107,387238,-19,6.0,5.0,Active,0,0
2523542,196878,-22,3.0,0.0,Active,0,0
2126984,342005,-19,18.0,16.0,Active,0,0
2310031,358849,-19,14.0,13.0,Active,0,0
1896645,276547,-16,12.0,11.0,Active,0,0
2169225,326606,-25,10.0,8.0,Active,0,0
1481252,202627,-15,6.0,3.0,Active,0,0
2186801,257688,-17,10.0,7.0,Active,0,0
2414137,400673,-21,24.0,22.0,Active,0,0
1469817,373648,-15,6.0,5.0,Active,0,0
1418043,413955,-15,6.0,5.0,Active,0,0
2772594,349004,-18,18.0,16.0,Active,0,0
1418349,435429,-16,6.0,5.0,Active,0,0
1002022,361878,-19,24.0,21.0,Active,0,0
2267892,261285,-19,12.0,11.0,Active,0,0
1054561,299130,-16,24.0,23.0,Active,0,0
1193038,272399,-22,6.0,2.0,Active,0,0
1487054,194017,-18,18.0,17.0,Active,0,0
1684283,137193,-25,18.0,16.0,Active,0,0
2518749,235443,-17,6.0,3.0,Active,0,0
1641591,199699,-23,10.0,6.0,Active,0,0
1012853,334273,-25,3.0,0.0,Completed,0,0
2111010,428717,-17,6.0,4.0,Active,0,0
2762932,351413,-16,4.0,0.0,Completed,0,0
1339377,285424,-21,6.0,5.0,Active,0,0
1865584,280621,-16,6.0,3.0,Active,0,0
2079414,147587,-25,4.0,1.0,Active,0,0
1034137,272508,-21,2.0,0.0,Completed,0,0
1446402,284385,-18,6.0,2.0,Active,0,0
1515097,283350,-17,12.0,8.0,Active,0,0
2140944,428933,-24,6.0,4.0,Active,0,0
1522548,327601,-22,24.0,23.0,Active,0,0
2186653,212665,-22,18.0,15.0,Active,0,0
2775469,271823,-33,48.0,32.0,Active,0,0
1717216,435976,-38,36.0,20.0,Active,0,0
1186588,226554,-34,42.0,37.0,Active,0,0
2804620,228537,-40,24.0,24.0,Active,0,0
1318557,237985,-35,12.0,8.0,Active,0,0
2408359,336661,-31,30.0,23.0,Active,0,0
2251475,306564,-31,18.0,16.0,Active,0,0
2529122,374422,-32,18.0,16.0,Active,0,0
1836639,276474,-35,12.0,2.0,Active,0,0
1891169,204098,-31,12.0,12.0,Signed,0,0
1071507,381824,-34,36.0,35.0,Active,0,0
1787577,163110,-31,20.0,15.0,Active,0,0
2007258,146789,-33,12.0,12.0,Active,0,0
1731003,447088,-33,24.0,21.0,Active,0,0
1058744,274006,-40,24.0,21.0,Active,0,0
1648490,371732,-34,12.0,3.0,Active,0,0
2632174,132497,-39,36.0,36.0,Active,0,0
2357359,403718,-41,12.0,4.0,Active,0,0
2728579,151153,-41,12.0,1.0,Active,0,0
1012470,308745,-31,12.0,4.0,Active,0,0
2183888,164566,-31,12.0,7.0,Active,0,0
1817466,340297,-31,24.0,18.0,Active,0,0
1294752,384670,-37,36.0,35.0,Active,0,0
1131353,147567,-32,12.0,10.0,Active,0,0
2335106,274473,-31,36.0,31.0,Active,0,0
2477353,237613,-34,12.0,12.0,Active,0,0
1490871,338619,-39,12.0,8.0,Active,0,0
1794659,407891,-39,36.0,35.0,Active,0,0
1881704,386887,-33,18.0,11.0,Active,0,0
1916086,448189,-41,48.0,45.0,Active,0,0
1830710,302087,-39,24.0,20.0,Active,0,0
1410692,393222,-31,24.0,17.0,Active,0,0
2395959,142434,-35,48.0,40.0,Active,0,0
1240306,424623,-35,18.0,17.0,Active,0,0
1586636,453619,-33,36.0,35.0,Active,0,0
1268460,230506,-33,32.0,27.0,Active,0,0
2737873,394693,-33,24.0,23.0,Active,0,0
1931185,178948,-35,12.0,6.0,Active,0,0
1676665,200113,-39,12.0,12.0,Active,0,0
2778283,137995,-35,12.0,4.0,Active,0,0
1769938,144146,-32,12.0,3.0,Active,0,0
